id,date,channel,brand,commercial
8141759,2019-07-15 15:17:24-05:00,CANAL 2,Ciel,Promocion Ciel
8141512,2019-07-15 14:38:05-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8141489,2019-07-15 14:31:56-05:00,AZTECA UNO,Ciel,AGUA CIEL-CIELMINEREM
8141443,2019-07-15 14:26:06-05:00,AZTECA UNO,Ciel,Promocion Ciel
8141355,2019-07-15 14:12:49-05:00,CANAL 2,Sprite,7UP-SUNSET VIDR
8141202,2019-07-15 13:41:12-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8141106,2019-07-15 13:26:45-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8140978,2019-07-15 12:59:17-05:00,AZTECA UNO,Coca-Cola,COCA COLA-FOODING FIL
8140892,2019-07-15 12:40:45-05:00,AZTECA UNO,Ciel,AGUA CIEL-CIELMINEREM
8139958,2019-07-15 09:33:40-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8139945,2019-07-15 09:30:40-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8139712,2019-07-15 08:22:32-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8139640,2019-07-15 07:54:00-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8139464,2019-07-15 06:57:07-05:00,CANAL 2,Coca-Cola,Algo Para Tus Comidas
8139428,2019-07-15 06:42:08-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8139407,2019-07-15 06:33:26-05:00,IMAGEN TV,Ciel,AGUA CIEL-CIELMINEREM
8139395,2019-07-15 06:28:49-05:00,CANAL 2,Fanta,FANTA-KENSHO
8139330,2019-07-15 06:12:03-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8139316,2019-07-15 05:57:38-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8139312,2019-07-15 05:55:09-05:00,AZTECA UNO,Ciel,Promocion Ciel
8139170,2019-07-15 01:49:14-05:00,FX,Ciel,AGUA CIEL-CIELMINEREM
8139135,2019-07-15 01:28:44-05:00,FOX,Ciel,AGUA CIEL-CIELMINEREM
8139075,2019-07-15 00:30:00-05:00,Studio Universal,Sprite,Botella Azul Sprite Reciclada
8139064,2019-07-15 00:26:24-05:00,UNIVERSAL,Del Valle,NARANJA Y NA-MEJOR SABOR
8139020,2019-07-15 00:05:21-05:00,Studio Universal,Sprite,Botella Azul Sprite Reciclada
8139019,2019-07-15 00:05:13-05:00,CANAL 9,Ciel,AGUA CIEL-CIELMINEREM
8139005,2019-07-15 00:01:44-05:00,AZTECA UNO,Ciel,Promocion Ciel
8139002,2019-07-15 00:01:18-05:00,CANAL 9,Santa Clara,SANTA CLARA-SANTOS MOME
8138997,2019-07-15 00:00:37-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8138995,2019-07-15 00:00:08-05:00,CANAL 2,Sprite,Botella Azul Sprite Reciclada
8138994,2019-07-14 23:59:27-05:00,CANAL 2,Mundet,MUNDET-NUEVA LOCUC
8138991,2019-07-14 23:57:43-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8138964,2019-07-14 23:53:36-05:00,CANAL 5,Mundet,Acompañando La Comida Mexicana
8138955,2019-07-14 23:52:58-05:00,AZTECA 7,Fanta,FANTA-KENSHO
8138949,2019-07-14 23:52:08-05:00,AZTECA 7,Ciel,AGUA CIEL-CIELMINEREM
8138945,2019-07-14 23:52:05-05:00,CANAL 2,Fanta,FANTA-KENSHO
8138933,2019-07-14 23:51:11-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8138936,2019-07-14 23:51:05-05:00,CANAL 5,Coca-Cola,COCA COLA-QUESADILLA
8138923,2019-07-14 23:50:16-05:00,CANAL 5,Ciel,Promocion Ciel
8138910,2019-07-14 23:48:48-05:00,AZTECA 7,Santa Clara,SANTA CLARA-SANTOS MOME
8138905,2019-07-14 23:47:43-05:00,SONY HD,Sprite,Botella Azul Sprite Reciclada
8138884,2019-07-14 23:42:20-05:00,FX,Sprite,Botella Azul Sprite Reciclada
8138855,2019-07-14 23:41:05-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8138822,2019-07-14 23:34:57-05:00,SONY HD,Sprite,Botella Azul Sprite Reciclada
8138793,2019-07-14 23:31:59-05:00,CANAL 5,Ciel,AGUA CIEL-CIELMINEREM
8138798,2019-07-14 23:31:00-05:00,AZTECA 7,Mundet,MUNDET-NUEVA LOCUC
8138752,2019-07-14 23:28:10-05:00,CANAL 5,Sprite,Botella Azul Sprite Reciclada
8138745,2019-07-14 23:27:39-05:00,CANAL 5,Santa Clara,SANTA CLARA-SANTOS MOME
8138737,2019-07-14 23:26:25-05:00,A&E,Mundet,MUNDET-NUEVA LOCUC
8138715,2019-07-14 23:24:05-05:00,FOX,Del Valle,NARANJA Y NA-MEJOR SABOR
8138710,2019-07-14 23:23:16-05:00,FOX,Sprite,Botella Azul Sprite Reciclada
8138677,2019-07-14 23:18:38-05:00,A&E,Coca-Cola,COCA COLA-FOODING FIL
8138669,2019-07-14 23:16:46-05:00,UNIVERSAL,Del Valle,NARANJA Y NA-MEJOR SABOR
8138642,2019-07-14 23:13:08-05:00,A&E,Del Valle,NARANJA Y NA-MEJOR SABOR
8138534,2019-07-14 22:55:16-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8138530,2019-07-14 22:54:27-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8138529,2019-07-14 22:52:16-05:00,SONY HD,Del Valle,NARANJA Y NA-MEJOR SABOR
8138405,2019-07-14 22:41:06-05:00,IMAGEN TV,Ciel,AGUA CIEL-CIELMINEREM
8138399,2019-07-14 22:39:31-05:00,FOX,Del Valle,NARANJA Y NA-MEJOR SABOR
8138388,2019-07-14 22:38:21-05:00,FOX,Ciel,AGUA CIEL-CIELMINEREM
8138378,2019-07-14 22:33:25-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8138348,2019-07-14 22:27:00-05:00,A&E,Coca-Cola,COCA COLA-FOODING FIL
8138278,2019-07-14 22:22:04-05:00,SONY HD,Mundet,MUNDET-NUEVA LOCUC
8138205,2019-07-14 22:16:20-05:00,FOX,Sprite,Botella Azul Sprite Reciclada
8138164,2019-07-14 22:11:27-05:00,A&E,Del Valle,NARANJA Y NA-MEJOR SABOR
8138127,2019-07-14 21:57:40-05:00,AZTECA 7,Santa Clara,SANTA CLARA-SANTOS MOME
8138080,2019-07-14 21:50:40-05:00,SONY HD,Del Valle,NARANJA Y NA-MEJOR SABOR
8138066,2019-07-14 21:50:28-05:00,COMEDY CENTRAL MX,Ciel,AGUA CIEL-CIELMINEREM
8138035,2019-07-14 21:45:52-05:00,AXN,Mundet,Acompañando La Comida Mexicana
8138006,2019-07-14 21:44:36-05:00,HISTORY,Del Valle,NARANJA Y NA-MEJOR SABOR
8138033,2019-07-14 21:44:06-05:00,HOME&HEALTH,Sprite,Botella Azul Sprite Reciclada
8137935,2019-07-14 21:35:34-05:00,HISTORY,Sprite,Botella Azul Sprite Reciclada
8137924,2019-07-14 21:34:17-05:00,SONY HD,Sprite,Botella Azul Sprite Reciclada
8137888,2019-07-14 21:30:04-05:00,COMEDY CENTRAL MX,Coca-Cola,COCA COLA-QUESADILLA
8137865,2019-07-14 21:26:53-05:00,AXN,Del Valle,NARANJA Y NA-MEJOR SABOR
8137859,2019-07-14 21:25:27-05:00,FX,Sprite,Botella Azul Sprite Reciclada
8137853,2019-07-14 21:25:04-05:00,HOME&HEALTH,Coca-Cola,COCA COLA-FOODING FIL
8137696,2019-07-14 21:10:01-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8137673,2019-07-14 21:03:58-05:00,AZTECA 7,Ciel,AGUA CIEL-CIELMINEREM
8137660,2019-07-14 21:02:26-05:00,A&E,Mundet,MUNDET-NUEVA LOCUC
8137656,2019-07-14 21:01:27-05:00,A&E,Coca-Cola,Es Hora De Juntarse A Comer
8137595,2019-07-14 20:51:13-05:00,AXN,Mundet,MUNDET-NUEVA LOCUC
8137572,2019-07-14 20:48:45-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8137529,2019-07-14 20:43:36-05:00,HISTORY,Sprite,Botella Azul Sprite Reciclada
8137468,2019-07-14 20:37:49-05:00,HISTORY,Del Valle,NARANJA Y NA-MEJOR SABOR
8137426,2019-07-14 20:32:22-05:00,COMEDY CENTRAL MX,Del Valle,NARANJA Y NA-MEJOR SABOR
8137377,2019-07-14 20:24:33-05:00,AXN,Sprite,Botella Azul Sprite Reciclada
8137292,2019-07-14 20:15:19-05:00,CANAL 5,Mundet,MUNDET-NUEVA LOCUC
8137286,2019-07-14 20:14:09-05:00,CANAL 5,Ciel,AGUA CIEL-CIELMINEREM
8137274,2019-07-14 20:13:19-05:00,CANAL 5,Santa Clara,SANTA CLARA-SANTOS MOME
8137277,2019-07-14 20:12:44-05:00,AXN,Del Valle,NARANJA Y NA-MEJOR SABOR
8137208,2019-07-14 20:04:32-05:00,HOME&HEALTH,Sprite,Botella Azul Sprite Reciclada
8137191,2019-07-14 19:59:46-05:00,HISTORY,Del Valle,NARANJA Y NA-MEJOR SABOR
8137182,2019-07-14 19:55:53-05:00,HOME&HEALTH,Coca-Cola,COCA COLA-QUESADILLA
8137159,2019-07-14 19:53:55-05:00,CANAL 2,Fanta,FANTA-KENSHO
8137136,2019-07-14 19:52:53-05:00,SONY HD,Del Valle,NARANJA Y NA-MEJOR SABOR
8137146,2019-07-14 19:52:26-05:00,CANAL 2,Ciel,Promocion Ciel
8137132,2019-07-14 19:51:37-05:00,AZTECA 7,Santa Clara,SANTA CLARA-SANTOS MOME
8137118,2019-07-14 19:50:55-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8137082,2019-07-14 19:45:08-05:00,CANAL 5,Sprite,Botella Azul Sprite Reciclada
8137056,2019-07-14 19:42:09-05:00,AXN,Mundet,MUNDET-NUEVA LOCUC
8137043,2019-07-14 19:42:05-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8137033,2019-07-14 19:41:20-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8137034,2019-07-14 19:41:20-05:00,AXN,Sprite,Botella Azul Sprite Reciclada
8137020,2019-07-14 19:39:40-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8137006,2019-07-14 19:38:54-05:00,FX,Ciel,AGUA CIEL-CIELMINEREM
8136997,2019-07-14 19:37:24-05:00,CANAL 2,Sprite,Botella Azul Sprite Reciclada
8136977,2019-07-14 19:32:09-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8136960,2019-07-14 19:30:27-05:00,A&E,Del Valle,NARANJA Y NA-MEJOR SABOR
8136886,2019-07-14 19:21:39-05:00,CANAL 5,Ciel,Promocion Ciel
8136725,2019-07-14 18:54:50-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8136428,2019-07-14 18:14:44-05:00,CANAL 2,Sprite,Botella Azul Sprite Reciclada
8136048,2019-07-14 17:13:25-05:00,SONY HD,Mundet,MUNDET-NUEVA LOCUC
8135989,2019-07-14 17:05:19-05:00,CANAL 5,Ciel,Promocion Ciel
8135984,2019-07-14 17:04:17-05:00,A&E,Mundet,MUNDET-NUEVA LOCUC
8135865,2019-07-14 16:47:31-05:00,CANAL 5,Ciel,AGUA CIEL-CIELMINEREM
8135847,2019-07-14 16:44:42-05:00,CANAL 5,Sprite,Botella Azul Sprite Reciclada
8135801,2019-07-14 16:32:57-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8135782,2019-07-14 16:29:56-05:00,AZTECA UNO,Coca-Cola,COCA COLA-QUESADILLA
8135687,2019-07-14 16:14:43-05:00,AZTECA UNO,Ciel,Promocion Ciel
8135636,2019-07-14 16:05:51-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8135257,2019-07-14 15:08:09-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8135036,2019-07-14 14:25:23-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8134581,2019-07-14 13:08:21-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8134067,2019-07-14 11:38:48-05:00,CANAL 2,Mundet,MUNDET-NUEVA LOCUC
8134029,2019-07-14 11:35:41-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8134026,2019-07-14 11:35:01-05:00,AZTECA 7,Santa Clara,SANTA CLARA-SANTOS MOME
8134016,2019-07-14 11:33:40-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8133949,2019-07-14 11:19:27-05:00,AZTECA UNO,Coca-Cola,COCA COLA-FOODING FIL
8133233,2019-07-14 08:19:57-05:00,AZTECA UNO,Coca-Cola,COCA COLA-FOODING FIL
8132746,2019-07-14 00:33:37-05:00,Studio Universal,Sprite,Botella Azul Sprite Reciclada
8132718,2019-07-14 00:20:21-05:00,Studio Universal,Sprite,Botella Azul Sprite Reciclada
8132650,2019-07-13 23:55:52-05:00,CANAL 2,Fanta,FANTA-KENSHO
8132634,2019-07-13 23:53:22-05:00,CANAL 2,Coca-Cola,COCA COLA-FOODING FIL
8132610,2019-07-13 23:49:37-05:00,SONY HD,Mundet,MUNDET-NUEVA LOCUC
8132608,2019-07-13 23:49:25-05:00,COMEDY CENTRAL MX,Del Valle,NARANJA Y NA-MEJOR SABOR
8132595,2019-07-13 23:46:16-05:00,FX,Coca-Cola,COCA COLA-QUESADILLA
8132578,2019-07-13 23:43:52-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8132531,2019-07-13 23:41:18-05:00,FX,Sprite,Botella Azul Sprite Reciclada
8132503,2019-07-13 23:38:55-05:00,CANAL 9,Santa Clara,SANTA CLARA-SANTOS MOME
8132483,2019-07-13 23:35:37-05:00,FOX,Sprite,Botella Azul Sprite Reciclada
8132449,2019-07-13 23:31:04-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8132419,2019-07-13 23:27:24-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8132391,2019-07-13 23:23:04-05:00,A&E,Coca-Cola,COCA COLA-FOODING FIL
8132394,2019-07-13 23:21:08-05:00,SONY HD,Coca-Cola,COCA COLA-FOODING FIL
8132359,2019-07-13 23:19:26-05:00,FX,Sprite,Botella Azul Sprite Reciclada
8132357,2019-07-13 23:18:53-05:00,FOX,Del Valle,NARANJA Y NA-MEJOR SABOR
8132327,2019-07-13 23:16:03-05:00,HISTORY,Del Valle,NARANJA Y NA-MEJOR SABOR
8132339,2019-07-13 23:15:13-05:00,FOX,Del Valle,NARANJA Y NA-MEJOR SABOR
8132313,2019-07-13 23:11:29-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8132294,2019-07-13 23:08:29-05:00,AXN,Mundet,MUNDET-NUEVA LOCUC
8132285,2019-07-13 23:06:29-05:00,A&E,Coca-Cola,COCA COLA-FOODING FIL
8132214,2019-07-13 22:54:41-05:00,AMC,Ciel,AGUA CIEL-CIELMINEREM
8132207,2019-07-13 22:54:18-05:00,FOX,Sprite,Botella Azul Sprite Reciclada
8132197,2019-07-13 22:53:52-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8132189,2019-07-13 22:53:42-05:00,HISTORY,Del Valle,NARANJA Y NA-MEJOR SABOR
8132199,2019-07-13 22:53:15-05:00,FOX,Ciel,AGUA CIEL-CIELMINEREM
8132167,2019-07-13 22:51:04-05:00,COMEDY CENTRAL MX,Del Valle,NARANJA Y NA-MEJOR SABOR
8132154,2019-07-13 22:50:31-05:00,AXN,Del Valle,NARANJA Y NA-MEJOR SABOR
8132153,2019-07-13 22:50:17-05:00,UNIVERSAL,Del Valle,NARANJA Y NA-MEJOR SABOR
8132156,2019-07-13 22:49:28-05:00,SONY HD,Sprite,Botella Azul Sprite Reciclada
8132135,2019-07-13 22:47:32-05:00,AXN,Sprite,Botella Azul Sprite Reciclada
8132080,2019-07-13 22:38:46-05:00,CANAL 2,Ciel,Promocion Ciel
8132040,2019-07-13 22:35:57-05:00,AXN,Sprite,Botella Azul Sprite Reciclada
8132017,2019-07-13 22:32:35-05:00,UNIVERSAL,Del Valle,NARANJA Y NA-MEJOR SABOR
8132003,2019-07-13 22:31:30-05:00,AZTECA UNO,Coca-Cola,COCA COLA-FOODING FIL
8132001,2019-07-13 22:31:13-05:00,COMEDY CENTRAL MX,Coca-Cola,COCA COLA-FOODING FIL
8131991,2019-07-13 22:30:54-05:00,FOX,Ciel,AGUA CIEL-CIELMINEREM
8131998,2019-07-13 22:30:16-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8131951,2019-07-13 22:22:53-05:00,HISTORY,Sprite,Botella Azul Sprite Reciclada
8131940,2019-07-13 22:22:16-05:00,CANAL 2,Coca-Cola,Algo Para Tus Comidas
8131922,2019-07-13 22:21:20-05:00,CANAL 2,Fanta,FANTA-KENSHO
8131925,2019-07-13 22:18:07-05:00,SONY HD,Del Valle,NARANJA Y NA-MEJOR SABOR
8131861,2019-07-13 22:16:35-05:00,CANAL 2,Mundet,MUNDET-NUEVA LOCUC
8131833,2019-07-13 22:12:06-05:00,CANAL 9,Del Valle,NARANJA Y NA-MEJOR SABOR
8131820,2019-07-13 22:09:30-05:00,AXN,Mundet,MUNDET-NUEVA LOCUC
8131798,2019-07-13 21:58:14-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8131796,2019-07-13 21:57:34-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8131659,2019-07-13 21:43:16-05:00,HOME&HEALTH,Coca-Cola,COCA COLA-QUESADILLA
8131650,2019-07-13 21:42:38-05:00,A&E,Del Valle,NARANJA Y NA-MEJOR SABOR
8131640,2019-07-13 21:41:31-05:00,CANAL 2,Coca-Cola,COCA COLA-QUESADILLA
8131596,2019-07-13 21:37:25-05:00,COMEDY CENTRAL MX,Sprite,Botella Azul Sprite Reciclada
8131581,2019-07-13 21:36:16-05:00,CANAL 5,Coca-Cola,COCA COLA-QUESADILLA
8131564,2019-07-13 21:32:36-05:00,IMAGEN TV,Ciel,Promocion Ciel
8131547,2019-07-13 21:31:16-05:00,CANAL 5,Sprite,Botella Azul Sprite Reciclada
8131536,2019-07-13 21:28:46-05:00,HISTORY,Sprite,Botella Azul Sprite Reciclada
8131525,2019-07-13 21:26:38-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8131519,2019-07-13 21:24:51-05:00,HOME&HEALTH,Coca-Cola,COCA COLA-QUESADILLA
8131518,2019-07-13 21:22:56-05:00,A&E,Del Valle,NARANJA Y NA-MEJOR SABOR
8131517,2019-07-13 21:22:26-05:00,A&E,Coca-Cola,COCA COLA-FOODING FIL
8131436,2019-07-13 21:18:19-05:00,FX,Ciel,AGUA CIEL-CIELMINEREM
8131433,2019-07-13 21:18:06-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8131418,2019-07-13 21:16:24-05:00,AXN,Del Valle,NARANJA Y NA-MEJOR SABOR
8131376,2019-07-13 21:13:06-05:00,SONY HD,Mundet,MUNDET-NUEVA LOCUC
8131355,2019-07-13 21:10:03-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8131345,2019-07-13 21:09:36-05:00,CANAL 5,Santa Clara,SANTA CLARA-SANTOS MOME
8131261,2019-07-13 20:55:04-05:00,SONY HD,Del Valle,NARANJA Y NA-MEJOR SABOR
8131179,2019-07-13 20:47:41-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8131142,2019-07-13 20:45:01-05:00,CANAL 5,Ciel,AGUA CIEL-CIELMINEREM
8131112,2019-07-13 20:42:21-05:00,SONY HD,Mundet,MUNDET-NUEVA LOCUC
8131123,2019-07-13 20:41:51-05:00,FX,Coca-Cola,COCA COLA-QUESADILLA
8131095,2019-07-13 20:40:37-05:00,AXN,Mundet,MUNDET-NUEVA LOCUC
8131075,2019-07-13 20:37:02-05:00,COMEDY CENTRAL MX,Sprite,Botella Azul Sprite Reciclada
8131005,2019-07-13 20:27:08-05:00,SONY HD,Del Valle,NARANJA Y NA-MEJOR SABOR
8130990,2019-07-13 20:23:03-05:00,AXN,Del Valle,NARANJA Y NA-MEJOR SABOR
8130971,2019-07-13 20:22:12-05:00,HISTORY,Del Valle,NARANJA Y NA-MEJOR SABOR
8130947,2019-07-13 20:20:11-05:00,FX,Ciel,AGUA CIEL-CIELMINEREM
8130902,2019-07-13 20:16:07-05:00,COMEDY CENTRAL MX,Ciel,AGUA CIEL-CIELMINEREM
8130885,2019-07-13 20:13:19-05:00,SONY HD,Coca-Cola,Es Hora De Juntarse A Comer
8130839,2019-07-13 20:00:47-05:00,SONY HD,Sprite,Botella Azul Sprite Reciclada
8130833,2019-07-13 19:58:49-05:00,UNIVERSAL,Del Valle,NARANJA Y NA-MEJOR SABOR
8130755,2019-07-13 19:50:46-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8130753,2019-07-13 19:50:46-05:00,COMEDY CENTRAL MX,Del Valle,NARANJA Y NA-MEJOR SABOR
8130665,2019-07-13 19:42:46-05:00,COMEDY CENTRAL MX,Sprite,Botella Azul Sprite Reciclada
8130644,2019-07-13 19:41:31-05:00,A&E,Del Valle,NARANJA Y NA-MEJOR SABOR
8130601,2019-07-13 19:36:24-05:00,SONY HD,Sprite,Botella Azul Sprite Reciclada
8130589,2019-07-13 19:35:01-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8130564,2019-07-13 19:34:20-05:00,AMC,Ciel,AGUA CIEL-CIELMINEREM
8130480,2019-07-13 19:19:02-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8130477,2019-07-13 19:18:52-05:00,CANAL 2,Coca-Cola,Algo Para Tus Comidas
8130117,2019-07-13 18:27:17-05:00,CANAL 9,Sprite,Botella Azul Sprite Reciclada
8129805,2019-07-13 17:43:23-05:00,CANAL 9,Santa Clara,SANTA CLARA-SANTOS MOME
8129776,2019-07-13 17:36:43-05:00,A&E,Mundet,MUNDET-NUEVA LOCUC
8129691,2019-07-13 17:27:42-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8129658,2019-07-13 17:23:45-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8129627,2019-07-13 17:18:27-05:00,A&E,Mundet,MUNDET-NUEVA LOCUC
8129590,2019-07-13 17:11:26-05:00,CANAL 5,Santa Clara,SANTA CLARA-SANTOS MOME
8129548,2019-07-13 17:04:25-05:00,A&E,Mundet,MUNDET-NUEVA LOCUC
8129196,2019-07-13 16:01:17-05:00,AMC,Ciel,AGUA CIEL-CIELMINEREM
8129088,2019-07-13 15:41:45-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8128987,2019-07-13 15:22:00-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8128858,2019-07-13 14:51:10-05:00,AZTECA UNO,Ciel,Promocion Ciel
8128707,2019-07-13 14:24:23-05:00,AZTECA UNO,Ciel,AGUA CIEL-CIELMINEREM
8128703,2019-07-13 14:22:34-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8128695,2019-07-13 14:20:23-05:00,AZTECA UNO,Coca-Cola,COCA COLA-FOODING FIL
8128595,2019-07-13 14:08:27-05:00,AMC,Ciel,AGUA CIEL-CIELMINEREM
8128481,2019-07-13 13:47:10-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8128460,2019-07-13 13:45:48-05:00,AZTECA UNO,Ciel,AGUA CIEL-CIELMINEREM
8128389,2019-07-13 13:28:25-05:00,AZTECA UNO,Ciel,Promocion Ciel
8128375,2019-07-13 13:26:54-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8128358,2019-07-13 13:24:23-05:00,AZTECA UNO,Coca-Cola,COCA COLA-FOODING FIL
8128060,2019-07-13 12:31:11-05:00,AZTECA UNO,Mundet,#ALaMexicana
8127836,2019-07-13 11:42:05-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8126798,2019-07-13 07:02:47-05:00,SONY HD,Del Valle,NARANJA Y NA-MEJOR SABOR
8126575,2019-07-13 01:51:20-05:00,FX,Ciel,AGUA CIEL-CIELMINEREM
8126560,2019-07-13 01:35:28-05:00,FOX,Ciel,AGUA CIEL-CIELMINEREM
8126553,2019-07-13 01:32:18-05:00,FOX,Del Valle,NARANJA Y NA-MEJOR SABOR
8126552,2019-07-13 01:31:28-05:00,FOX,Coca-Cola,COCA COLA-QUESADILLA
8126538,2019-07-13 01:16:06-05:00,FOX,Del Valle,NARANJA Y NA-MEJOR SABOR
8126534,2019-07-13 01:14:27-05:00,FOX,Sprite,Botella Azul Sprite Reciclada
8126532,2019-07-13 01:13:27-05:00,FOX,Sprite,Botella Azul Sprite Reciclada
8126529,2019-07-13 01:12:41-05:00,FOX,Coca-Cola,COCA COLA-FOODING FIL
8126522,2019-07-13 01:08:05-05:00,Studio Universal,Sprite,Botella Azul Sprite Reciclada
8126502,2019-07-13 00:47:47-05:00,CANAL 9,Santa Clara,SANTA CLARA-SANTOS MOME
8126495,2019-07-13 00:47:27-05:00,CANAL 9,Del Valle,NARANJA Y NA-MEJOR SABOR
8126491,2019-07-13 00:44:37-05:00,CANAL 9,Coca-Cola,COCA COLA-FOODING FIL
8126485,2019-07-13 00:43:17-05:00,CANAL 9,Mundet,MUNDET-NUEVA LOCUC
8126479,2019-07-13 00:42:53-05:00,Studio Universal,Sprite,Botella Azul Sprite Reciclada
8126425,2019-07-13 00:17:37-05:00,FX,Ciel,AGUA CIEL-CIELMINEREM
8126385,2019-07-13 00:01:51-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8126348,2019-07-12 23:53:53-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8126314,2019-07-12 23:51:09-05:00,COMEDY CENTRAL MX,Del Valle,NARANJA Y NA-MEJOR SABOR
8126240,2019-07-12 23:42:43-05:00,AXN,Mundet,MUNDET-NUEVA LOCUC
8126228,2019-07-12 23:37:30-05:00,HOME&HEALTH,Sprite,Botella Azul Sprite Reciclada
8126156,2019-07-12 23:26:56-05:00,CANAL 2,Mundet,MUNDET-NUEVA LOCUC
8126116,2019-07-12 23:22:53-05:00,COMEDY CENTRAL MX,Sprite,Botella Azul Sprite Reciclada
8126068,2019-07-12 23:19:27-05:00,CANAL 2,Coca-Cola,COCA COLA-QUESADILLA
8126069,2019-07-12 23:19:24-05:00,SONY HD,Coca-Cola,COCA COLA-FOODING FIL
8126044,2019-07-12 23:16:35-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8126016,2019-07-12 23:11:33-05:00,AXN,Del Valle,NARANJA Y NA-MEJOR SABOR
8126013,2019-07-12 23:11:02-05:00,CANAL 5,Santa Clara,SANTA CLARA-SANTOS MOME
8125952,2019-07-12 23:01:35-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8125951,2019-07-12 23:01:25-05:00,CANAL 2,Fanta,FANTA-KENSHO
8125947,2019-07-12 23:00:36-05:00,CANAL 2,Coca-Cola,Algo Para Tus Comidas
8125938,2019-07-12 22:56:53-05:00,CANAL 2,Coca-Cola,COCA COLA-QUESADILLA
8125922,2019-07-12 22:53:14-05:00,AMC,Ciel,AGUA CIEL-CIELMINEREM
8125915,2019-07-12 22:52:54-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8125913,2019-07-12 22:52:20-05:00,TNT,Coca-Cola,COCA COLA-QUESADILLA
8125878,2019-07-12 22:47:47-05:00,CANAL 9,Coca-Cola,COCA COLA-FOODING FIL
